sequence,HVU1_급기_온도,R_HVU1_급기_온도,HVU1_혼합_온도,R_HVU1_혼합_온도,외기온도,R_외기온도,HVU1_급기_습도,R_HVU1_급기_습도,HVU1_환기_온도,R_HVU1_환기_온도
802,15.16893387,16,27.3688488,28,27.08532715,28,33.22493744,31,27.13483429,27
803,16.16420746,17,28.26661491,29,28.08147049,29,32.41593933,30,28.26390839,28
804,14.26578236,15,29.37703896,30,31.93543243,32,31.60776711,29,28.10844994,28
805,14.27133369,15,26.91592598,28,31.89525604,33,34.04009247,32,32.32484818,33
806,13.42053986,14,26.08785057,27,30.05338287,30,34.03316116,32,29.74762154,30
807,14.32508945,15,28.69534111,30,32.85146713,33,31.60776711,29,27.14966393,27
808,16.16420746,17,27.90828705,29,31.15875435,32,31.60848236,29,28.10844994,28
809,15.22806072,16,26.91592598,28,30.05338287,30,30.80615616,28,30.84979057,30
810,16.1035347,17,29.47104836,31,30.04236603,31,34.85262299,33,32.28596878,33
811,16.16420746,17,27.37761497,29,25.09598541,26,32.41537476,30,27.13483429,27
812,13.45388222,14,29.84574127,31,26.08858109,27,32.41537476,30,26.32831001,26
813,16.16420746,17,24.88716316,26,31.88074303,33,34.04014969,32,30.76512146,31
814,14.91257954,16,27.26269722,29,28.08132362,29,31.60784721,29,31.6796627,32
815,14.15117741,15,26.91592598,28,29.06060791,30,31.60776711,29,29.04059029,28
816,16.16420746,17,27.2402401,28,26.08852768,26,32.41447449,30,29.04059029,30
817,15.16893387,16,28.88544846,30,27.08532715,28,32.40796661,30,27.25619125,27
818,15.03210926,16,26.50528908,28,31.94197273,32,30.80615616,28,29.00759888,29
819,12.17024517,12,31.59372711,33,25.09598541,26,32.41537857,30,30.92719078,31
820,13.4886446,14,26.36379433,27,28.08147049,29,34.04014969,32,29.04059029,29
821,12.2689867,11,30.59959984,32,30.06344223,31,33.22689056,31,29.78614998,30
822,15.16893387,16,27.71813202,28,22.66740227,23,31.6084156,30,28.10844994,28
823,14.92394638,16,31.83707809,33,25.09598541,26,31.60776711,29,29.00505066,29
824,12.78355026,13,27.90828705,29,32.78709412,35,31.60776711,29,30.78771782,31
825,15.48330593,16,28.01757431,29,27.08537674,28,31.60776711,29,27.25619125,27
826,16.16420746,17,27.09587669,28,34.66806412,36,32.41537476,30,32.85317993,34
827,12.78355026,13,30.59959984,33,26.14236069,28,33.22643661,31,29.04059029,29
828,14.92434597,16,28.24124336,30,26.08852768,27,31.60776711,30,29.92722702,30
829,15.16893387,16,27.3688488,28,27.08528709,29,32.41537476,30,28.01957703,28
830,13.4726038,14,25.90903282,27,26.0890255,27,33.22689056,31,28.92926025,29
831,16.99946022,18,24.88716316,26,31.96465111,33,33.22683334,31,32.17983246,33
832,15.16893387,16,30.74065208,32,33.77879333,35,32.41537476,30,29.04059029,29
833,14.101017,15,27.90828705,29,32.89977646,33,31.60776711,29,28.09345627,29
834,16.16420746,16,25.90903282,27,32.05410385,33,34.85262299,33,28.10844994,28
835,15.16893387,16,26.91592598,28,33.87417984,36,34.04014969,32,31.66856003,31
836,12.78355026,12,26.91592598,29,28.08202553,29,33.22643661,31,28.26390839,28
837,14.28148937,16,31.44975662,33,26.08722496,27,31.60776711,29,30.02080345,30
838,14.32508945,15,25.90903282,27,28.08147049,29,32.41538239,30,32.40069962,33
839,15.16893387,16,25.02361679,26,33.71796417,34,32.41537476,30,31.60465813,32
840,16.09310913,17,27.90828705,29,31.03665352,32,33.22689056,31,28.16353798,28
841,13.47460842,15,27.25276566,28,31.95838165,34,31.60014343,29,30.79001617,30
842,14.26578236,15,28.69534111,30,30.06344223,31,32.41537476,30,28.10844994,29
843,15.16893387,16,27.2402401,28,23.43341446,23,32.41537476,30,28.10844994,28
844,16.04732132,17,28.88544846,30,26.08937263,27,33.22689056,31,29.95303726,30
845,15.16893387,16,27.90828705,30,28.08146858,29,33.22689056,31,28.01957703,29
846,14.26002407,14,26.91592598,28,25.09502602,25,30.80615616,28,31.42499352,32
847,15.16961288,16,32.41890717,34,26.08858109,27,31.60776711,29,29.04059029,29
848,13.4641304,14,27.90828705,29,23.43534279,24,32.41537476,30,27.13483429,27
849,14.26578236,15,31.26582909,33,26.08852768,28,33.22689056,31,32.93786621,34
850,13.4641304,14,26.65465355,28,33.73288345,34,31.60776711,29,33.09325027,33
851,12.8660593,14,26.91592598,28,28.05951309,29,31.60776711,29,28.10844994,28
852,15.92510986,17,30.34089088,32,27.12901688,29,32.41538239,30,27.13483429,27
853,13.4641304,13,29.27856255,30,26.08852768,27,32.41582108,30,29.00505066,28
854,15.16893387,16,27.79138565,30,25.09598541,26,32.41537476,30,28.10844994,28
855,15.16893387,16,29.39592171,30,27.08486748,28,31.60775948,29,31.46965599,32
856,15.19521523,16,27.90828705,29,23.43044853,24,32.41537476,30,30.67354393,31
857,16.16420746,17,31.70544434,33,32.87509155,34,31.60776711,29,28.10844994,27
858,16.16420746,17,28.38404083,30,26.08895493,27,32.41574097,30,32.92219543,34
859,12.73222446,13,28.99435616,30,30.05337715,31,32.41537476,30,27.13483429,27
860,13.50952244,15,27.45350647,29,32.92873764,34,31.60776711,29,32.17983246,33
861,13.47609997,14,26.79906464,28,27.08532715,27,31.60776711,29,30.92195129,31
862,15.16893387,16,27.90828705,29,25.09598541,26,31.60776711,28,29.85457611,30
863,15.23958874,16,28.50129318,31,34.64258957,36,32.41537476,30,28.10844994,28
864,15.16893387,16,27.02513695,28,28.08147049,28,31.60776711,29,29.24689293,29
865,14.26578236,15,27.90828705,29,25.09593201,27,31.60776711,29,29.92722702,29
866,16.16420746,17,27.90828705,28,26.08896065,27,30.80615616,28,28.10844994,28
867,15.16893387,16,28.62253952,30,28.0773468,30,30.80615616,28,28.10844994,28
868,16.16420746,17,26.91592598,28,27.08532715,28,31.60776711,29,28.10844994,28
869,15.16961288,16,30.41066551,32,31.88388062,34,32.41537476,30,28.10844994,28
870,14.29528332,15,27.90828705,29,25.15270996,26,31.60776711,29,28.10844994,28
871,15.23968029,17,27.90828705,29,31.00229073,33,34.04346085,32,31.5518856,32
872,15.16893387,16,25.90903282,27,25.09600639,26,32.41537476,30,29.75393105,30
873,16.16420746,17,26.91592598,28,31.94207764,33,32.41544724,30,29.87813187,30
874,15.16893387,16,24.88716316,26,31.00458145,32,31.60776711,29,29.04059029,29
875,15.16893387,16,25.90903282,27,23.06697655,23,34.04346085,32,28.10844994,28
876,16.16420746,17,26.91592598,28,35.45431519,38,31.60776711,29,27.13483429,27
877,16.16420746,17,26.23134041,27,29.0783596,30,34.04014969,32,31.36527634,32
878,15.16893387,16,27.79138565,29,27.08537674,28,31.60776711,29,26.12458229,26
879,14.46405506,16,27.59519005,29,34.62747192,37,31.60638428,29,29.92722702,30
880,15.16893387,16,25.90903282,27,27.13024902,29,30.80685997,28,27.35764122,27
881,16.16420746,17,27.90828705,29,28.08235931,29,30.80615616,28,28.12160492,28
882,15.16893387,16,29.25951767,31,34.82949066,36,33.22689056,30,30.58843231,31
883,14.27133369,15,26.91592598,28,23.43087578,24,34.85293198,32,28.10844994,29
884,15.16893387,16,25.90903282,27,25.09598541,26,31.60776711,29,28.10844994,28
885,13.4641304,14,28.35936737,29,34.63911057,36,32.41537476,30,30.8855648,31
886,16.02511597,17,27.2402401,28,32.88901901,34,32.42325211,29,29.06985855,29
887,15.16893387,16,28.88544846,30,32.88536453,34,32.41447449,30,27.13483429,28
888,15.16893387,17,24.93194199,26,26.08852768,27,30.8069458,28,34.09417343,36
889,15.16893387,16,27.90828705,29,28.08455658,29,32.41537476,30,29.87813187,31
890,12.8660593,13,29.16887093,31,32.87665939,34,30.80615616,28,28.16353798,28
891,16.09310913,17,30.45574379,32,25.09598541,26,31.60776711,29,30.98184204,31
892,16.16420746,17,26.31278038,27,23.43382645,24,34.04014969,32,28.10844994,28
893,12.91942883,13,27.34628487,28,27.13034439,27,32.41537476,30,32.28596878,33
894,14.26597023,15,30.29013443,31,31.99317169,33,34.04014969,32,28.10844994,28
895,14.27935505,15,24.88716316,26,25.09598541,26,34.04014969,32,27.13483429,27
896,16.16420746,17,26.91592598,28,25.09598541,26,30.80615616,28,32.28596878,32
897,15.11524677,15,26.01783562,27,29.07346344,29,32.41538239,30,33.58037567,34
898,15.16893387,16,27.90828705,29,32.8539505,34,32.40797424,30,27.94264793,28
899,12.87129021,13,24.88716316,26,23.05867004,23,31.60776711,29,29.92722702,30
900,16.16420746,17,29.02626038,30,34.57504272,36,31.60776711,29,30.02080345,30
901,13.44312954,13,29.06576347,29,30.0642395,31,32.41537476,30,26.32831001,27
902,14.26578236,15,26.91592598,28,26.03920937,27,31.60776711,29,27.13483429,27
903,13.36436939,14,26.91592598,26,31.08233261,31,34.04014587,32,28.10844994,28
904,15.16893387,16,29.13801384,30,23.44241142,24,30.80615616,28,33.59420013,35
905,15.14566898,16,25.90903282,27,28.08162689,29,32.41537476,30,28.07133675,28
906,13.47063732,14,31.48440361,33,24.1666069,26,33.22689056,31,28.29644203,28
907,15.16893387,16,28.92942047,29,32.8536644,34,31.60776711,29,32.19391632,33
908,14.23124981,15,28.88544846,30,25.09604454,26,33.22689056,31,32.21263123,33
909,15.01613808,17,25.90903282,27,25.09543991,26,30.80615807,28,29.04059029,29
910,15.16893387,16,25.00030136,26,31.96465111,33,34.03977585,32,29.11636162,29
911,15.16893387,16,28.76895332,31,33.81537247,35,30.80615616,28,33.50981903,35
912,15.43329716,16,30.09687996,30,27.08665848,28,33.22689056,31,28.10844994,28
913,15.16893387,16,27.2402401,28,29.08528709,31,31.60776711,29,29.04059029,29
914,13.56301308,14,27.64570427,29,27.08537674,27,33.22689056,31,28.10844994,28
915,12.78355026,13,31.70544434,33,33.6496048,35,34.04019928,31,28.10844994,28
916,12.78355026,13,27.57423401,29,23.05813789,22,33.22689056,31,27.13483429,27
917,15.15081596,16,28.98230743,31,27.08651352,28,32.41537476,30,30.76512146,31
918,15.19521523,16,31.00056458,32,23.0596714,24,31.60776711,29,28.10844994,28
919,12.78355026,13,28.69534111,30,26.14165497,27,34.04014969,31,29.04059029,29
920,16.16420746,17,27.75293541,29,32.88628006,33,32.41537476,30,30.77381325,31
921,12.73222446,13,25.90903282,27,27.04669571,28,34.04014969,32,28.10844994,28
922,15.16893387,16,26.45940781,28,31.89507484,33,31.61517143,29,29.74762154,30
923,15.16893387,16,26.01783562,27,23.05854034,23,32.41537476,30,30.06850052,30
924,14.27133369,15,26.72646141,28,28.08185387,29,30.80615616,28,29.8981514,29
925,15.15081596,16,27.64570427,29,30.05491829,31,33.22689056,31,27.13483429,26
926,15.53361416,16,27.09587669,28,23.06132889,23,33.23391342,31,28.81536102,29
927,16.16420746,17,27.90828705,29,26.08852768,26,32.41574097,30,29.04059029,29
928,15.16893387,16,26.91592598,28,27.08600807,28,32.41537476,30,29.87813187,30
929,15.16893387,16,30.52711678,32,26.08852768,27,32.41537476,29,29.04059029,29
930,16.16420746,17,26.91592598,28,25.09598541,26,30.80615616,28,29.87813187,31
931,15.16893387,16,28.69534111,31,25.09598541,26,32.41537476,30,30.02080345,30
932,14.37493706,15,25.90903282,27,23.43341446,24,32.42271805,30,29.06985855,29
933,15.29614544,16,28.4738369,30,25.09593201,26,30.80615616,28,29.04059029,29
934,15.07430553,15,25.90903282,27,27.08402824,28,30.80687332,28,29.92722702,30
935,15.40295029,16,29.21068954,30,27.08537674,28,33.22689056,31,29.09012032,29
936,16.16420746,17,29.534338,31,26.08937454,28,33.22689056,31,32.29367065,33
937,13.46175003,13,27.90828705,28,23.06160736,23,34.03652191,33,29.92722702,30
938,14.26578236,15,28.76895332,30,26.08852768,27,31.60014343,29,30.67354393,31
939,14.91257954,16,25.90903282,27,23.43354034,24,33.22689056,31,28.10844994,28
940,14.91257954,15,31.70544434,33,28.08101654,30,33.22689056,31,29.04059029,29
941,12.78355026,13,27.32088661,28,28.07886505,29,32.40848541,30,31.5518856,32
942,15.16893387,16,27.56349182,29,23.05854034,23,32.41537476,30,28.91449928,30
943,15.16893387,16,25.20705986,26,33.7733345,35,33.22689056,31,28.22049713,28
944,14.26578236,15,28.24355888,29,33.75793457,36,31.60776711,29,28.98553658,29
945,15.16893387,16,26.91592598,28,28.08147049,29,30.81377029,28,30.53747749,31
946,16.16420746,17,26.72646141,28,23.05854034,22,30.80615616,28,29.15917778,29
947,14.38126087,15,27.90828705,29,31.96465111,33,32.41482544,30,30.9475975,31
948,13.4641304,14,27.90828705,28,25.09598541,26,32.41537476,30,27.13483429,27
949,13.47609997,14,27.79138565,29,31.95718765,33,31.60776711,29,29.04059029,29
950,14.2515955,15,30.67277527,32,29.07154655,29,32.41537476,30,27.13483429,28
951,15.16893387,16,27.49661064,29,25.09598541,26,33.22643661,31,32.82725906,34
952,15.17692852,16,28.88544846,30,26.08662796,28,32.42259598,30,30.7396965,31
953,15.16893387,16,27.90828705,29,30.05084991,31,30.80615616,28,29.11676788,29
954,15.84133053,17,27.90828705,29,26.08852768,27,34.85293198,33,28.22049713,29
955,15.16893387,16,25.86034775,27,30.97971535,32,30.80615616,28,28.10844994,28
956,15.16893387,16,29.17984962,30,24.11324692,25,33.22689056,31,29.92722702,30
957,15.16893387,16,25.90903282,27,33.83187485,35,31.60776711,29,29.14050102,29
958,12.73075485,13,27.90828705,29,34.63632584,36,32.41537476,30,28.10844994,28
959,14.27271366,16,31.70544434,33,32.92274475,35,30.80617142,28,28.10844994,28
960,16.16420746,17,27.57423401,29,32.88674545,34,31.60776711,29,30.76512146,31
961,14.32508945,15,29.50654221,31,34.62998581,36,33.22689056,32,30.92195129,31
962,13.4641304,13,28.26568222,29,25.04275131,26,30.80615616,28,29.04059029,29
963,15.17692852,15,31.70544434,33,28.11084747,29,30.80615616,28,28.10844994,28
964,16.20389748,17,25.90903282,27,34.63768387,36,31.60776711,29,29.04059029,29
965,16.16420746,17,28.88544846,30,25.09598541,26,33.22689056,31,28.10844994,28
966,15.16893387,16,26.91592598,28,28.11219978,29,30.80615616,28,29.66877556,30
967,15.16893387,16,27.9526825,29,30.98292542,32,30.80615616,28,27.91049194,28
968,16.16420746,17,31.1064167,32,25.09598541,26,30.80806923,28,29.02742577,29
969,13.4641304,13,28.01757431,29,33.77961349,35,34.04014969,32,33.46555328,35
970,13.4641304,14,26.50528908,28,23.4334259,24,32.42259216,30,27.13483429,27
971,12.2689867,12,29.84574127,31,26.08872032,27,32.41537476,30,30.64530182,31
972,15.0907383,16,29.534338,32,29.07115364,29,33.21761703,31,29.92722702,30
973,15.16893387,16,31.22519875,32,33.87741852,35,30.80615616,28,28.10844994,28
974,15.16893387,16,27.57423401,29,25.09391594,26,30.80615616,28,33.14443207,32
975,13.50987244,14,29.27856255,31,27.04625893,28,34.85744095,33,28.29644203,28
976,16.06630135,17,26.36379433,27,23.05854034,24,30.80615616,28,32.24919891,33
977,14.26578236,15,27.49661064,29,26.08852768,28,32.41537476,30,27.03773689,27
978,13.49500465,14,25.90903282,27,25.09598541,26,30.80615616,29,28.10844994,28
979,12.21170712,12,29.31755829,31,25.09412384,26,32.41573334,30,31.51372147,32
980,12.78355026,13,25.95379448,27,26.08934212,27,32.41537476,31,29.85457611,30
981,15.16893387,16,28.88544846,30,28.08039474,30,30.80615616,28,29.85457611,30
982,16.30151939,17,29.65660286,31,26.08858109,27,31.60776711,29,27.13483429,27
983,12.78355026,13,28.4738369,30,26.08852768,27,33.22689056,32,31.27558517,32
984,15.09551525,16,25.90903282,27,30.07955933,31,31.6151619,30,33.57556915,35
985,16.16420746,17,32.59870529,35,25.09598541,26,31.60776711,29,29.04059029,29
986,12.71716309,13,27.9526825,29,29.07870293,30,33.22882462,31,29.92722702,30
987,16.16420746,17,27.90828705,29,27.08609772,28,30.80857468,29,32.60310364,32
988,15.16893387,16,30.09687996,31,26.08701897,27,33.22689056,31,30.76512146,30
989,13.47609997,14,25.90903282,27,26.14144325,27,31.60776711,30,28.10844994,28
990,15.17692852,15,29.43584061,31,32.8822403,35,30.80615616,28,29.11415291,30
991,15.1298933,16,27.57423401,29,24.11324692,25,32.41593933,30,30.87018776,31
992,13.44364738,14,30.89956474,32,26.08852768,28,30.8062439,28,32.35246277,33
993,15.04802322,17,27.90828705,29,30.09903336,31,33.22689056,31,28.14137077,28
994,14.2515583,15,31.1824913,32,26.08852768,27,31.60776711,29,29.99354362,30
995,15.16893387,16,26.15897942,27,23.43341446,24,32.41537476,30,30.70016098,32
996,14.26152229,15,30.38058281,32,28.08147049,29,32.41537476,30,30.76512146,31
997,15.16893387,16,26.91592598,28,32.88672638,34,32.41593933,29,29.04059029,29
998,13.4641304,15,28.55082512,31,25.09538078,27,32.41530991,30,28.10844994,28
999,15.16893387,16,26.01783562,27,33.73243332,35,32.41537476,30,27.13483429,27
1000,15.16893387,16,27.90828705,30,27.04561615,28,31.60776711,29,30.52440643,31
1001,14.20454884,15,27.90828705,29,26.08852768,27,32.41537476,30,28.29644203,28
1002,14.55012131,15,27.86007118,29,30.05461693,31,30.80615616,28,28.95992661,29
1003,15.16893387,16,26.95967865,28,26.08852768,27,30.80615616,28,27.94264793,28
1004,14.24079132,15,28.2337265,29,31.01853371,32,31.60776711,28,28.14137077,29
1005,14.43999195,15,27.32088661,28,28.08147049,29,30.80615616,29,27.19423294,27
1006,16.16420746,17,26.91592598,28,28.1128788,29,32.41639709,29,29.15464783,29
1007,15.16893387,16,27.90828705,30,28.07919121,29,34.04014587,32,29.04059029,29
1008,15.12930775,16,28.88544846,30,31.99315453,32,33.22689056,31,26.36537933,28
1009,13.4641304,14,30.15106964,31,34.48437119,36,32.41537476,30,29.85457611,30
1010,15.16893387,16,26.91592598,28,24.11323547,25,32.41537476,30,27.13483429,27
1011,16.16420746,17,26.86739922,28,28.07839584,29,30.80615616,28,32.89400482,35
1012,16.16420746,17,25.90903282,27,26.08848381,27,30.80615616,28,30.71541595,31
1013,15.16893387,16,27.90828705,29,31.96465111,32,32.41537476,30,30.6249752,31
1014,13.52837753,14,26.91592598,28,31.00250244,32,34.04694748,31,29.11415291,29
1015,14.2906971,15,25.90903282,27,30.04188538,32,34.04014969,33,29.19044304,29
1016,15.16893387,16,27.90828705,29,25.09467888,26,31.60776711,29,29.92722702,30
1017,15.16893387,16,26.72646141,28,25.09450531,26,34.84619522,33,28.08617401,28
1018,15.16893387,16,26.91592598,28,27.085495,28,31.60855484,29,28.85172081,29
1019,16.12672234,17,31.80973434,33,27.08532715,28,34.03316116,32,29.92722702,31
1020,16.16420746,16,28.88544846,29,33.77961349,35,33.22689056,31,30.77381325,30
1021,14.51314831,15,25.03529358,26,31.94177818,33,33.22736359,31,27.13483429,27
1022,15.16893387,16,27.90828705,29,25.09598541,26,33.23348236,31,29.74762154,30
1023,16.14699554,17,31.15162086,33,33.77961349,36,32.40797424,30,29.14333153,29
1024,15.16893387,15,26.91592598,28,31.01730728,33,30.80615616,28,29.04059029,29
1025,15.16893387,16,31.3791256,33,25.04098892,26,34.04014969,32,27.13483429,27
1026,15.16893387,16,26.91592598,28,29.07337761,30,32.42259216,30,28.10844994,28
1027,16.16420746,17,29.39561081,31,26.08852768,27,30.80615616,28,28.10844994,28
1028,16.16420746,16,28.35495186,30,27.08532715,28,32.41537476,30,28.10844994,28
1029,14.26578236,15,32.27900696,34,32.92026901,34,33.22689056,31,28.18946075,28
1030,14.26152229,15,25.90903282,27,26.08852768,27,34.85293198,33,29.74762154,30
1031,15.16893387,16,27.32088661,28,31.07710075,32,31.60776711,28,32.42199707,33
1032,14.30395412,15,27.79138565,29,23.43341446,23,31.60776711,29,31.73157883,31
1033,12.78355026,13,25.28945923,26,30.97421837,32,31.60776711,29,28.10844994,28
1034,14.32508945,15,25.82584,27,26.08821869,28,31.60776711,29,29.92722702,30
1035,16.16420746,17,25.01853943,26,25.09598541,26,30.80615616,28,27.13483429,27
1036,14.26578236,15,28.99435616,30,32.88536453,34,34.85293198,33,31.43452072,32
1037,15.16893387,16,26.91592598,28,28.08151817,29,32.41537476,30,28.92926025,29
1038,14.4457798,15,31.21965599,33,34.73311234,36,31.60776711,29,29.04059029,29
1039,16.16420746,17,26.08785057,27,29.07893562,29,32.41537857,30,31.07675552,31
1040,14.91257954,16,26.91592598,28,28.08147049,28,32.41537476,29,27.3307991,27
1041,12.74919891,13,30.09687996,30,26.08852768,26,34.04014969,32,30.09837151,31
1042,15.16893387,16,26.08785057,27,31.96397209,34,30.80615616,28,30.59505463,31
1043,13.4641304,14,28.46764374,29,27.08572388,28,32.41537857,30,26.2205677,27
1044,16.16420746,17,26.91592598,28,23.43341446,24,32.41537476,30,28.10844994,28
1045,16.16420746,17,26.96057129,28,31.96443558,33,31.60776711,29,29.00759888,29
1046,14.91257954,16,28.88544846,29,28.08024216,28,33.22695541,31,31.5518856,31
1047,15.27015686,16,24.88716316,26,31.00673676,32,32.41482544,30,29.184412,29
1048,12.78355026,13,30.96370506,32,27.13024902,28,31.60014343,29,27.9869709,28
1049,15.04022408,17,29.24279213,31,30.965662,33,34.85267258,33,28.81536102,29
1050,15.16893387,16,30.67277527,32,28.08147049,29,31.60776711,29,28.01957703,28
1051,16.14699554,17,26.91592598,28,27.08609772,28,34.04014969,32,28.10844994,28
1052,15.16893387,16,26.01783562,27,28.0779705,29,30.80615616,28,27.9869709,28
1053,14.26307011,15,28.55082512,31,25.09598541,26,30.80615616,28,28.10844994,28
1054,12.72128391,13,27.16762733,28,30.03704071,30,33.22683334,31,29.99354362,30
1055,15.16893387,16,28.76895332,31,29.07232857,30,31.60768318,29,29.04059029,29
1056,13.4641304,14,32.2442894,32,26.08913612,27,31.60776711,29,29.92722702,30
1057,15.16893387,16,28.88544846,30,27.085495,28,32.41537476,30,28.98553658,30
1058,14.26002407,15,29.37703896,30,32.88672638,32,31.60776711,29,33.02684784,33
1059,17.24448395,18,31.59372711,33,24.11281586,25,34.04345703,32,30.76512146,31
1060,15.16893387,16,27.57423401,29,24.11275291,25,32.41537476,30,28.10844994,28
1061,17.24448395,18,27.41294098,28,31.96274757,33,32.41537476,30,28.22049713,28
1062,14.24079132,15,25.90903282,27,33.67614746,35,31.60776711,29,29.04059029,30
1063,14.10338497,15,29.84574127,31,29.07261086,30,32.41537476,30,29.04059029,29
1064,16.16420746,17,30.45574379,32,30.05503845,30,32.41537476,30,28.98553658,29
1065,15.16893387,16,28.88544846,30,25.09598541,26,31.60776711,29,29.92722702,31
1066,16.16420746,17,27.16762733,27,33.07274246,34,32.41537476,30,26.25504494,26
1067,15.16893387,16,25.90903282,27,23.43341446,24,33.22689056,30,30.74673843,31
1068,16.16420746,17,28.88544846,30,27.08665848,28,34.04014969,32,28.10844994,28
1069,14.27271366,15,26.50452805,28,26.14241409,27,32.41537476,30,28.79161835,29
1070,13.69534111,14,30.09687996,31,32.77164841,34,32.41537476,30,27.13483429,27
1071,12.90612221,13,26.91592598,28,26.08722496,27,30.80615616,28,31.58633995,31
1072,16.06630135,17,31.03495979,31,25.15219307,25,32.41537476,30,29.04059029,29
1073,16.16420746,17,26.91592598,28,27.08791351,29,34.04014969,32,28.26390839,28
1074,12.7596941,13,27.71813202,29,26.03920937,28,30.80615616,28,28.10844994,28
1075,14.51314831,15,26.91592598,28,33.7733345,35,32.41537476,30,28.04719925,29
1076,14.2684679,15,31.22519875,32,32.88628006,34,33.22689056,31,29.02742577,29
1077,14.22814083,15,30.92602158,32,32.99516678,34,31.60776711,29,29.04059029,28
1078,14.26578236,15,31.3791256,33,34.65013504,36,32.41447449,30,28.29372978,28
1079,16.16420746,17,25.90903282,27,28.08147049,29,32.41537476,30,30.70016098,32
1080,12.73540688,13,30.64477348,32,25.09598541,26,30.80615616,28,30.75523376,31
1081,14.26578236,15,28.55082512,30,30.04312515,30,32.41537476,30,31.52981949,32
1082,16.14699554,17,25.90903282,27,24.11275291,25,33.22689056,31,32.94475174,34
1083,12.72128391,13,27.90828705,29,32.88671112,35,33.22689056,31,29.78614998,30
1084,16.16420746,17,26.91592598,28,31.96552467,33,33.22689056,31,27.89211845,28
1085,16.253685,17,31.70544434,33,26.08852768,27,32.41537476,30,28.10844994,27
1086,16.16420746,17,26.79906464,28,35.44777679,37,34.04009247,32,26.2205677,26
1087,15.07568741,16,25.90903282,27,28.08147049,29,31.60776711,29,31.62797546,32
1088,13.4638443,14,26.91592598,28,27.13123512,28,31.60710716,29,33.58314133,35
1089,17.24448395,18,26.50528908,28,32.88314819,34,34.84619522,33,34.05166626,36
1090,13.36436939,14,30.52711678,32,26.08852768,27,30.80615616,28,27.22338104,27
1091,12.73540688,13,25.90903282,27,31.95838165,33,31.60776711,29,30.76512146,31
1092,15.16893387,16,30.78672028,32,25.09521866,27,32.40796661,30,28.10844994,28
1093,16.14699554,17,28.62253952,30,25.09618759,26,33.22689056,31,33.02269745,35
1094,14.89466476,16,28.4738369,30,31.0040226,33,31.60776711,29,27.22338104,27
1095,15.89104366,16,30.96370506,32,29.06106567,31,32.41537476,30,29.77197647,30
1096,13.52837753,14,27.32088661,28,23.4334259,24,31.60776711,29,26.12458229,26
1097,15.16893387,16,30.52711678,32,24.11292076,26,33.22643661,31,30.05952454,30
1098,12.74132156,13,26.36379433,27,24.11269188,25,31.60776711,29,32.28596878,33
1099,15.15339565,16,26.86739922,28,23.42594147,24,32.41537476,30,29.04059029,29
1100,14.26444244,15,32.55523682,34,23.43341446,24,33.21968842,31,27.13483429,27
1101,15.16961288,16,30.67277527,32,27.08537674,28,30.80625725,29,27.13483429,27
1102,15.97200108,17,30.09687996,30,32.88536453,34,33.22689056,31,29.69390488,30
1103,15.34761143,16,25.90903282,27,36.17760086,38,32.41537476,30,32.28596878,32
1104,16.16420746,17,27.90828705,29,26.08609962,27,30.80615616,28,26.30299377,26
1105,15.16893387,16,32.16745758,34,27.08572388,28,34.04014587,32,31.54341888,33
1106,14.27133369,15,27.90828705,29,33.94543457,35,30.80615616,28,26.12458229,26
1107,16.16420746,17,30.52711678,32,25.09598541,26,32.41537476,29,28.10844994,28
1108,15.19375134,16,27.79138565,29,25.09598541,26,31.60710526,29,32.23513031,33
1109,17.24448395,18,28.88544846,30,29.0734005,29,32.41537476,30,28.10844994,28
1110,15.16893387,16,26.91592598,28,25.09598541,26,30.80615616,28,26.12458229,26
1111,15.16893387,16,25.90903282,27,32.98890305,34,33.22689056,31,28.08389282,28
1112,15.22448349,16,27.2402401,28,23.43341446,24,32.41537476,30,27.17153931,27
1113,16.16788864,17,27.37761497,29,32.87665939,34,34.03977585,32,27.13483429,27
1114,15.16893387,16,29.84574127,30,26.08852768,26,30.80615616,28,28.10844994,28
1115,12.72128391,13,27.64570427,29,35.52837372,37,31.60776711,30,28.10844994,28
1116,15.16893387,16,26.91592598,28,29.08815384,30,31.60776711,29,28.26390839,28
1117,15.16893387,16,25.90903282,27,24.11323547,25,30.81377029,28,32.14753342,33
1118,13.4641304,14,29.46604919,30,26.08852768,27,30.80615616,28,28.10844994,28
1119,14.26578236,15,30.52725601,32,24.11323547,25,32.41537476,30,28.047369,28
1120,15.16893387,16,31.95173264,33,29.07216072,30,33.22689056,31,29.04059029,29
1121,15.16893387,16,31.74683189,32,35.26226425,37,32.41537476,30,29.04059029,29
1122,16.16420746,17,28.88544846,29,25.09598541,26,32.41537476,30,29.04059029,29
1123,15.84133053,17,27.45028114,28,27.08609772,28,32.41537476,30,28.10844994,28
1124,15.16893387,16,24.88716316,26,34.66806412,36,30.80865479,28,29.92722702,30
1125,16.14699554,17,29.13143349,31,32.89070511,34,33.21968842,31,31.51372147,32
1126,14.35345745,15,27.33581924,29,26.08937263,27,32.41537476,30,32.27877426,33
1127,15.19521523,16,29.84574127,31,31.02501678,31,33.22729874,31,28.95992661,30
1128,15.16893387,16,27.9526825,29,32.88840866,34,32.42259216,30,29.92722702,30
