sequence,HVU1_급기_온도,R_HVU1_급기_온도,HVU1_혼합_온도,R_HVU1_혼합_온도,외기온도,R_외기온도,HVU1_급기_습도,R_HVU1_급기_습도,HVU1_환기_온도,R_HVU1_환기_온도
1129,14.49603081,15,28.88544846,30,24.11281586,25,32.41530991,30,29.04059029,29
1130,14.26002407,15,27.3688488,28,23.43639183,25,31.60776711,29,29.75393105,30
1131,13.4641304,14,32.34848022,34,22.68478584,23,34.85293198,33,29.87813187,30
1132,15.15081596,16,28.16096115,29,32.89365005,34,31.60776711,29,29.04059029,29
1133,15.12786674,16,29.21068954,30,30.04399872,32,32.41537476,30,30.76512146,31
1134,14.35345745,15,31.22519875,32,31.96273804,34,30.80615616,28,26.32831001,26
1135,14.08395004,14,28.35936737,29,35.44777679,37,32.40796661,30,30.80428696,31
1136,14.91257954,16,25.90903282,27,28.08147049,29,32.41537476,30,27.9869709,28
1137,14.25585556,15,27.90828705,29,34.63768387,36,33.22689056,31,27.19561005,27
1138,15.16893387,16,27.44721794,29,29.08179474,31,30.80615616,28,33.45978165,35
1139,15.16893387,16,29.13801384,30,25.09486961,26,32.41537476,30,30.78771782,31
1140,12.73540688,13,30.33293343,32,26.088974,27,30.80615616,28,33.5411911,35
1141,15.16893387,16,25.90903282,27,35.26630402,37,34.04014969,32,28.10844994,28
1142,14.39002895,15,29.03150368,30,27.08609772,29,30.80615616,28,30.8390274,31
1143,12.78355026,13,28.4738369,30,35.46977997,37,31.60776711,29,27.17153931,27
1144,12.2689867,13,26.72646141,29,29.07128525,30,32.41537476,30,29.10579491,29
1145,15.16893387,17,27.57423401,29,28.08441734,30,33.22689056,31,27.13483429,27
1146,15.97200108,17,28.42481995,30,34.63768387,35,34.03977585,32,29.04059029,29
1147,13.5035677,14,29.06576347,30,29.08396721,30,31.60776711,29,28.29644203,28
1148,14.51353931,16,31.0136528,32,30.05518532,32,32.41537476,30,29.04059029,29
1149,13.61230755,14,27.40464401,28,26.08852768,27,30.80615616,28,29.24689293,29
1150,15.15280724,16,29.51225662,30,27.08532715,28,30.80615616,28,28.85172081,29
1151,12.8660593,13,30.74065208,32,27.08554268,28,34.04014587,32,32.28596878,33
1152,15.97200108,17,27.90828705,29,29.07216072,29,31.60769463,29,31.30282593,32
1153,14.28148937,15,28.88544846,30,25.09598541,26,30.80865479,28,31.60465813,32
1154,15.00343895,16,25.45005989,27,34.47436142,36,34.04053497,32,30.02080345,30
1155,15.16893387,16,27.9526825,28,34.61336899,36,32.41538239,30,29.93728828,30
1156,15.16893387,17,25.90903282,27,28.08147049,28,30.80695534,28,29.04059029,29
1157,15.27015686,16,25.09619713,26,26.08852768,27,33.23391342,31,30.72422791,31
1158,15.03210926,16,28.92942047,30,29.07211494,30,30.80615616,28,27.19561005,27
1159,15.16893387,16,28.92942047,30,26.08895493,27,30.81377029,28,26.25504494,26
1160,15.09670067,16,27.90828705,29,26.08852768,27,30.80615616,28,26.16662216,26
1161,14.15117741,15,29.79872322,31,29.07232857,30,32.41482544,30,32.77074814,33
1162,15.16893387,16,25.13492203,26,27.08532715,28,31.60710716,29,27.13483429,27
1163,15.48330593,16,27.90828705,29,23.4334259,24,30.80615616,28,29.04059029,29
1164,15.16376591,16,31.37551308,33,26.0887146,27,30.80615616,28,29.06985855,29
1165,15.16893387,16,27.90828705,29,26.03920937,27,32.40796661,30,28.12160492,28
1166,15.16893387,16,25.90903282,27,23.05854034,23,30.80865479,29,29.04059029,29
1167,12.78355026,13,26.91592598,28,26.08722496,27,32.41537476,30,28.10844994,27
1168,14.26578236,15,26.91592598,28,25.09619522,25,31.60776711,29,32.28596878,34
1169,16.16420746,17,31.70544434,33,26.08901215,27,31.60776711,29,27.13483429,27
1170,15.16893387,16,26.91592598,29,27.08613968,28,32.41537476,30,28.10844994,28
1171,15.16893387,16,31.11392784,31,23.07309723,23,31.60710716,29,28.10844994,28
1172,13.44312954,14,25.21626091,26,30.04305267,32,31.60776711,29,28.95992661,30
1173,13.4996357,14,26.76833534,28,29.07260513,30,33.22689056,31,29.18852234,29
1174,14.2906971,15,24.88716316,26,26.08917427,27,32.41531754,30,32.82725906,34
1175,13.45031452,14,28.62253952,31,26.14160156,27,33.22683334,31,30.84485435,30
1176,12.8660593,13,30.74492264,32,31.01588631,31,32.40796661,30,27.98748207,28
1177,15.48330593,16,25.90903282,27,24.05817223,26,32.41537476,30,29.92722702,30
1178,13.52837753,14,24.88716316,26,26.08852768,27,30.80615616,28,33.66303635,36
1179,13.61161041,14,26.91592598,28,27.08532715,28,33.22689056,31,27.25619125,27
1180,14.27133369,15,26.91592598,28,26.08852768,27,32.41537476,30,31.64204216,32
1181,13.42053986,14,29.20458794,31,25.09598541,25,31.60776711,29,29.85457611,30
1182,13.6328783,14,25.90903282,27,32.90931702,34,34.85293198,33,28.34701538,28
1183,15.16893387,16,27.2402401,28,32.8488121,34,32.41537476,30,30.05952454,30
1184,14.2906971,16,27.90828705,29,29.08884811,30,30.80615616,28,29.22035027,29
1185,14.27542019,15,25.90903282,27,30.984478,32,30.80615616,28,28.14137077,27
1186,16.16420746,17,26.91592598,28,34.66030502,37,31.60776711,29,29.14333153,29
1187,14.27133369,15,27.02513695,29,30.99298286,32,32.41537476,30,31.34972382,32
1188,15.17692852,16,26.79906464,28,27.08317566,28,31.60768318,29,30.76512146,31
1189,16.16420746,17,27.32088661,28,26.08913612,27,34.03977585,32,29.12444496,28
1190,12.88125706,13,25.90903282,27,24.11275291,25,34.04014969,32,29.05214882,29
1191,14.48389912,15,28.88544846,30,32.85367584,34,32.41537476,30,28.10844994,28
1192,15.16893387,16,27.90828705,29,29.06069183,31,33.22689056,31,32.27877426,33
1193,12.90599537,13,31.6605587,33,32.05453873,32,31.60776711,29,28.10844994,28
1194,15.16961288,16,26.15897942,27,28.11259651,31,32.41537476,29,29.11415291,29
1195,13.48054218,15,27.90828705,29,23.05824661,23,31.60776711,29,26.12458229,26
1196,16.16420746,17,26.79906464,28,23.05275726,24,31.60848236,29,26.12458229,26
1197,12.17024517,12,25.90903282,27,35.45431519,37,32.40796661,30,32.15869522,33
1198,15.16961288,16,31.15162086,33,27.08532715,28,32.41537476,30,27.13483429,27
1199,15.19521523,16,27.12710762,28,32.88536453,35,31.60776711,29,29.87813187,30
1200,13.4641304,13,28.88544846,30,27.08532715,29,31.60776711,29,29.16654396,29
1201,14.29037094,15,26.65465355,29,24.11275291,24,31.60776711,29,29.04059029,29
1202,14.51353931,16,28.3135643,29,29.07215691,30,32.41537476,29,26.92793846,27
1203,15.16893387,16,24.88716316,26,34.63344574,36,31.60776711,29,30.76512146,30
1204,13.4641304,14,31.70544434,33,25.09583092,26,33.22689056,31,30.56688499,31
1205,13.45292473,14,25.95379448,27,27.08532715,28,32.41537857,30,27.13483429,27
1206,17.24448395,18,28.43253708,30,31.99315453,33,34.85293198,32,31.62797546,31
1207,15.16893387,16,25.90903282,27,23.43382263,24,32.41537476,30,30.09837151,30
1208,13.45292473,14,26.91592598,28,31.07373047,33,33.22882462,31,29.91576767,30
1209,16.16420746,17,27.90828705,29,36.01311874,38,31.60638428,29,27.13483429,27
1210,15.16376591,16,29.65660286,31,30.05210304,30,32.41537476,30,29.05214882,29
1211,12.21448803,13,26.72646141,28,28.06544495,29,30.80615616,28,33.46555328,35
1212,15.18506336,16,27.3688488,28,31.93824005,33,32.41537476,30,26.12458229,26
1213,14.26578236,15,27.3688488,28,26.08863449,28,31.60776711,29,34.15987778,34
1214,14.15117741,15,26.91592598,28,26.13965225,27,31.60776711,29,30.52440643,31
1215,15.0989151,16,26.91592598,28,27.08516502,28,31.60848236,29,27.13483429,27
1216,15.1298933,15,28.96079063,30,33.64793777,35,33.22882462,31,29.04059029,29
1217,16.12466431,17,26.99266434,28,23.05594826,23,31.60776711,29,28.10844994,28
1218,13.42053986,14,26.45940781,28,24.16718483,24,30.80615616,28,29.04059029,29
1219,13.63429832,14,31.26582909,33,28.08185005,29,32.41537857,30,28.10844994,28
1220,15.18506336,16,25.90903282,27,28.11304092,29,32.42259216,30,29.87813187,30
1221,15.16893387,16,27.90828705,29,25.09598541,26,32.41537476,30,31.46012306,32
1222,14.27271366,15,24.93194199,26,28.08068848,30,33.22689056,31,29.04059029,29
1223,15.16893387,16,25.90903282,27,31.02262306,32,34.04019928,32,29.04059029,29
1224,16.16420746,17,25.90903282,27,27.12975693,28,31.60776711,29,29.92722702,30
1225,16.16420746,17,28.88544846,30,29.08501434,31,32.41537476,30,29.85803413,29
1226,16.16420746,17,29.00174141,30,24.1127491,26,32.41537476,30,31.32881355,32
1227,14.26578236,15,25.34463882,27,25.09598541,26,31.60014343,29,29.87813187,29
1228,13.4641304,14,25.90903282,27,25.09598541,26,31.60777473,29,29.94288826,30
1229,14.26152229,14,29.534338,32,35.5352478,36,30.80615616,28,28.10844994,28
1230,15.16893387,16,27.49661064,29,34.63769913,37,31.60776711,29,27.13483429,27
1231,14.4457798,15,25.499897,27,34.63632584,36,31.60775948,29,27.13483429,27
1232,16.16420746,17,28.88544846,30,31.94245148,33,32.41537476,30,27.22338104,27
1233,14.51353931,16,26.50528908,28,29.07232857,29,31.60776711,29,32.45568466,33
1234,16.12466431,17,28.62253952,30,27.13034439,28,32.41537476,30,28.10844994,28
1235,14.27542019,16,26.65465355,28,27.08609772,28,30.81369209,28,31.37183189,32
1236,12.72378922,13,28.3149395,30,31.02470016,31,31.60776711,29,31.04585648,31
1237,15.21126175,15,25.90903282,27,24.16766357,24,32.41537476,30,31.4942131,32
1238,14.4457798,15,26.36379433,27,30.04588699,31,33.22882462,31,28.16353798,28
1239,13.6384201,14,28.17037773,30,29.07154083,30,32.40796661,30,30.76512146,31
1240,15.16893387,16,31.6605587,33,27.13024902,29,31.60776711,29,30.02080345,30
1241,16.16420746,17,27.86085892,28,29.07261086,30,32.41537476,30,27.13483429,27
1242,15.16893387,16,29.39561081,31,32.88722992,34,32.40736008,31,28.10844994,28
1243,14.53752613,16,30.52725601,32,27.08532715,28,31.60776711,29,28.10844994,28
1244,16.16420746,17,25.8347187,27,25.09598541,26,32.41537476,30,28.10844994,28
1245,13.4641304,14,27.26269722,29,28.08147049,29,30.80615616,28,33.56941986,35
1246,15.22771168,16,31.80973434,33,28.08185387,29,30.80187798,28,28.22049713,28
1247,15.16893387,15,28.2337265,29,28.08162689,29,34.04014969,32,30.66242218,32
1248,14.26578236,15,25.90903282,27,26.08668709,26,34.04014969,32,28.10844994,28
1249,16.99946022,17,26.31278038,27,24.11275291,25,34.04014587,32,33.05809021,34
1250,15.15339565,16,27.9526825,29,25.09598541,26,33.22689056,31,28.10844994,28
1251,15.16893387,16,29.953722,31,30.06822205,31,33.22882462,31,29.04059029,29
1252,13.6328783,14,27.90828705,29,33.77963257,35,33.22689056,31,29.14333153,29
1253,14.46140862,16,29.84574127,31,25.09565544,26,34.85288239,33,27.13483429,27
1254,14.26002407,15,26.72646141,28,34.63768387,36,33.22689056,31,32.28596878,33
1255,13.49000263,14,26.15897942,27,33.92902756,35,33.23390961,31,30.54740906,31
1256,15.16893387,16,28.88544846,30,35.42032242,37,33.22689056,31,29.04059029,29
1257,13.55554771,14,25.90903282,27,32.78828049,34,31.60776711,29,28.88720894,29
1258,14.27542019,15,27.45350647,29,27.13024902,29,32.41537476,30,29.04059029,29
1259,14.2906971,15,27.90828705,29,28.0589447,29,30.80617142,28,27.20803452,28
1260,13.4641304,13,29.84574127,31,28.06530762,28,32.41530991,30,31.54693794,33
1261,15.21242428,16,26.98524857,29,27.12876892,28,34.04014587,32,32.5211792,34
1262,15.16893387,16,26.91592598,28,27.05124283,28,31.60776711,29,31.5518856,32
1263,16.16420746,17,26.58355141,28,31.02848625,30,33.22695541,31,27.13483429,27
1264,12.21448803,12,30.29370689,32,31.03894615,32,30.80615616,28,30.00249863,30
1265,16.04732132,17,29.79872322,31,26.14165497,27,32.41538239,30,32.39125443,33
1266,14.02563381,14,25.90903282,27,33.77275467,36,32.41537476,30,27.3307991,27
1267,15.2045393,16,26.96057129,27,33.23338318,34,33.22689056,31,30.03176689,30
1268,15.09551525,16,32.01950455,33,23.43341064,24,31.60768318,29,29.22024155,29
1269,15.16893387,16,28.69534111,30,34.48329163,35,34.04014969,32,29.184412,29
1270,15.25821972,16,29.39257431,31,32.76694107,34,30.80615616,28,28.10844994,28
1271,15.16893387,17,27.90828705,29,23.05896378,23,30.80615807,28,29.14333153,29
1272,14.32508945,14,25.28945923,27,26.08872032,26,31.60776711,29,29.22035027,29
1273,13.41588306,14,28.72462273,30,25.09593201,26,31.60776711,29,28.13025475,28
1274,16.16420746,17,26.58355141,28,28.11136246,30,31.60776711,29,28.30827713,28
1275,12.78355026,13,26.15897942,27,26.08852768,26,31.60776711,28,30.14679337,30
1276,15.16961288,16,24.88716316,26,24.16701508,25,31.60776711,29,29.20854568,29
1277,14.26578236,15,26.45940781,28,31.10351181,32,33.22695541,31,32.38822174,32
1278,15.16893387,16,28.69534111,30,30.07838821,31,31.60776711,29,28.10844994,28
1279,14.26578236,16,26.91592598,28,25.09598541,26,33.22695541,31,29.92722702,30
1280,15.15081596,16,27.90828705,29,27.085495,28,33.22689056,31,31.5518856,32
1281,15.16893387,16,25.18901253,26,33.77961349,35,30.80695534,29,29.11415291,29
1282,14.88359737,16,25.90903282,27,32.91278458,34,31.60776711,29,28.29372978,28
1283,15.29614544,16,30.92043304,32,27.08328247,28,32.41537476,30,28.10844994,28
1284,16.16420746,17,28.16096115,29,26.08852768,27,34.04346085,32,32.12787247,33
1285,15.84133053,16,27.90828705,29,35.3748436,37,31.61517143,29,30.75523376,31
1286,14.08395004,15,25.95379448,28,26.08858109,27,32.41537476,30,27.13483429,27
1287,15.12334728,16,29.84574127,31,27.08532715,28,32.41538239,30,29.97142792,30
1288,16.16420746,17,27.02513695,28,28.05905533,29,30.80615616,28,30.77381325,30
1289,13.44312954,14,30.2467804,31,35.45431519,37,32.41537476,30,29.04059029,29
1290,12.78355026,13,28.13064194,29,28.06531525,29,33.22689056,31,29.82591248,30
1291,14.27542019,15,29.79872322,31,35.43912506,37,33.22689056,31,30.76512146,31
1292,15.16893387,16,24.88716316,26,27.08572388,28,31.60776711,29,28.10844994,28
1293,15.17632198,16,27.49661064,29,33.64827347,35,32.41537476,29,29.09012032,29
1294,13.50952244,14,31.70544434,33,26.08858109,27,32.41530991,30,30.80428696,31
1295,14.26578236,15,26.63966942,28,26.08668709,27,31.60776711,29,29.78614998,30
1296,16.16420746,17,25.90903282,27,26.08802414,27,33.22689056,31,28.23221588,28
1297,17.08599091,18,25.90903282,27,24.11275291,25,32.41537476,30,30.76512146,31
1298,13.47609997,14,28.88544846,30,23.4395504,25,31.60776711,29,33.5370369,35
1299,13.45031452,13,27.86007118,29,35.18290329,37,31.60776711,30,29.09012032,29
1300,14.26152229,15,26.61623192,28,27.08516502,28,32.41537476,30,29.92722702,30
1301,15.04130554,16,27.90828705,29,25.09543991,26,33.22882462,30,27.3307991,27
1302,15.16893387,16,29.21068954,30,28.07856178,29,33.22736359,31,29.05214882,29
1303,16.16420746,17,26.36379433,27,27.08594513,28,31.60775948,29,30.09837151,30
1304,14.26578236,15,27.90828705,29,31.01587677,32,31.60843277,29,30.82448769,31
1305,12.78355026,12,28.9498806,30,35.45223618,37,30.80615616,28,31.5518856,31
1306,16.16420746,17,26.91592598,28,23.43639183,24,33.22689056,31,27.13483429,28
1307,14.26578236,15,24.93194199,26,24.11383057,25,33.22689056,31,28.10844994,28
1308,15.09551525,16,25.90903282,27,30.06379128,31,32.41537476,30,31.66192818,32
1309,13.48370838,14,29.953722,30,25.09604454,26,33.22689056,31,30.73805237,31
1310,16.16420746,17,27.90828705,29,33.7353096,34,34.04014969,32,28.01957703,28
1311,15.16893387,16,28.88544846,30,32.88251114,34,30.80615616,28,29.84827232,30
1312,15.1298933,16,26.91592598,28,29.07205772,30,32.41537476,30,29.92722702,30
1313,12.2689867,12,27.65884018,28,29.06690979,31,31.60776711,29,29.184412,29
1314,16.16420746,17,29.25296593,29,33.80155563,36,31.60776711,29,29.97142792,29
1315,13.63943195,14,25.90903282,27,28.08167648,29,32.41537476,30,32.29825211,33
1316,16.14699554,17,28.99435616,30,26.08852768,27,32.41537476,30,29.92722702,30
1317,15.16893387,16,26.50528908,28,30.99310875,32,31.60776711,29,30.21364975,30
1318,16.12466431,17,29.39592171,30,28.08147049,29,32.41537476,30,27.13483429,27
1319,13.44364738,14,28.88544846,30,25.09618759,26,32.41544724,30,29.92722702,29
1320,15.16893387,16,29.58375549,31,27.08418846,28,31.60843277,30,27.13483429,27
1321,15.16893387,16,25.90903282,27,24.11383057,25,33.22689438,32,27.17153931,27
1322,12.78355026,13,28.88544846,30,30.08024216,32,31.60776711,29,29.14333153,29
1323,13.45031452,14,26.91592598,28,23.43341446,24,33.22689056,30,31.42772865,32
1324,14.19032097,15,26.91592598,28,30.16699409,31,30.80615616,28,27.13483429,27
1325,14.94316864,16,29.534338,31,24.11275291,24,34.04014969,32,28.03071976,28
1326,16.07959557,17,26.91592598,28,27.04379082,27,31.60776711,29,27.09348297,27
1327,15.00068665,16,27.49846458,29,25.09619522,26,31.60843277,29,31.44513702,32
1328,16.16420746,17,31.70544434,32,25.09618759,26,31.60784721,29,28.18946075,28
1329,12.78355026,13,26.58355141,28,34.47438431,36,30.80615807,28,28.92926025,29
1330,15.16893387,16,29.34765816,31,35.62396622,37,30.80615616,28,30.76512146,31
1331,16.2506218,18,26.91592598,28,33.77961349,34,32.41593933,30,28.92926025,29
1332,14.23536873,15,28.55082512,30,26.08852768,27,31.60776711,29,28.10844994,28
1333,12.2689867,13,29.65660286,31,27.13024902,27,31.60776711,29,30.05953217,30
1334,15.19521523,16,26.98524857,28,31.00378036,32,33.22683334,31,32.35951996,33
1335,15.16893387,17,26.58355141,28,24.10986328,26,34.85293198,33,28.10844994,28
1336,14.27271366,15,27.64570427,30,23.43639183,24,32.41537476,30,28.10844994,28
1337,12.2689867,12,25.90903282,27,25.09598541,26,30.80615616,28,30.63609314,31
1338,12.17024517,12,30.16913605,31,29.0711174,30,32.41582108,30,29.97142792,30
1339,15.03210926,16,25.90903282,27,27.08532715,28,30.80615616,28,29.06985855,29
1340,13.6384201,14,26.45940781,28,29.06811142,30,32.41482544,30,29.06985855,29
1341,16.16420746,17,26.96057129,28,27.04674339,28,32.41537476,30,29.85457611,30
1342,15.16893387,16,25.90903282,27,33.0069313,34,30.80615616,28,28.10844994,28
1343,16.16420746,17,24.88716316,26,27.1292038,28,30.80615807,28,31.4100132,31
1344,14.09665871,15,25.90903282,27,24.11281586,25,33.22689056,30,28.95992661,30
1345,16.14699554,17,25.90903282,27,25.0964489,26,32.41537476,30,28.81536102,29
1346,16.16420746,17,29.79872322,31,31.93764687,33,32.41537476,30,29.02064514,29
1347,15.1298933,16,28.3135643,29,23.43341446,24,31.60776711,29,28.10844994,28
1348,14.26578236,15,26.91592598,28,24.11297989,25,30.80615616,28,32.4709816,33
1349,14.26578236,15,24.88716316,26,23.43341446,23,34.04014587,32,27.22338104,27
1350,16.16420746,17,26.91592598,28,34.65013504,35,30.80615616,28,28.29644203,28
1351,15.16893387,16,26.91592598,28,24.0594368,25,33.22689056,31,29.19473076,29
1352,15.16893387,17,31.52144051,33,23.4334259,24,33.22882462,31,28.10844994,28
1353,14.17176914,15,26.91592598,28,27.08532715,28,32.41537476,30,31.00582314,31
1354,15.27015686,16,30.38058281,32,33.73288345,35,31.60776711,29,30.76512146,30
1355,16.02596664,17,31.70544434,32,28.11299706,29,32.41537857,30,30.72167969,32
1356,15.16893387,16,27.90828705,29,32.78896332,34,31.60776711,29,27.13483429,27
1357,16.16420746,17,25.90903282,27,23.43354034,24,34.85293198,33,29.04059029,29
1358,15.34761143,16,26.91592598,28,31.15314484,31,31.60647964,29,30.72167969,31
1359,14.26578236,16,30.74065208,31,25.09690094,26,33.22689056,31,33.50896454,35
1360,12.8660593,14,26.91592598,28,32.88722992,34,33.22882462,30,30.74950981,31
1361,12.8660593,13,29.06576347,30,25.09598541,26,32.41537476,30,28.22049713,28
1362,16.16420746,17,28.35681534,29,35.37627411,37,31.60843277,30,32.92219543,34
1363,12.77764988,13,27.64570427,30,24.11383057,25,30.80615616,28,32.45568466,33
1364,16.16420746,17,28.88544846,30,26.0887146,27,33.22736359,31,30.62129974,31
1365,16.14699554,17,26.45940781,28,29.07366562,30,32.41482544,30,29.92722702,30
1366,15.27015686,16,26.91592598,28,24.11297989,25,32.40796661,30,26.19103241,26
1367,15.16893387,16,25.90903282,27,31.89746094,33,30.80615616,28,28.10844994,28
1368,15.16893387,16,26.91592598,28,25.09598351,26,30.80615616,28,29.82591248,30
1369,14.38126087,15,26.58355141,28,31.01840401,31,32.41537476,30,29.04059029,29
1370,13.63429832,14,28.88544846,30,27.08532715,27,32.41537476,30,29.04059029,29
1371,16.39559174,17,25.90903282,27,32.88628006,34,33.22683334,31,28.01957703,28
1372,15.16893387,16,26.98504066,28,26.08895493,27,33.22649384,31,28.10844994,28
1373,15.16893387,16,27.02513695,28,28.11304092,29,32.41538239,30,29.96607399,30
1374,15.16893387,16,27.71813202,29,25.09598541,26,30.80615616,28,27.30191422,27
1375,14.91257954,16,24.88716316,27,27.08685112,28,32.41537476,30,31.43452072,32
1376,16.16420746,17,31.22519875,32,26.08896065,27,31.60776711,29,28.04627419,28
1377,16.16420746,17,27.90828705,29,34.63766479,36,32.41537476,30,29.78614998,30
1378,14.2684679,15,26.79906464,28,31.88258743,33,33.21767426,31,28.95992661,29
1379,14.26578236,16,28.88544846,30,26.08872032,27,32.41537476,30,28.10844994,28
1380,15.16893387,16,27.32088661,28,28.07835388,30,33.22689056,31,29.04059029,29
1381,13.47648239,14,27.32088661,28,28.08147049,29,34.84619522,33,32.95042038,34
1382,14.32441139,16,27.9526825,29,26.14165306,27,30.80625725,28,28.10844994,28
1383,15.16893387,16,27.90828705,29,28.07902527,30,32.41447449,30,32.3029213,32
1384,12.97554493,14,30.2467804,31,30.0724659,30,32.41537476,30,28.22049713,28
1385,15.16893387,16,30.16913605,31,26.08852768,27,32.41537476,30,33.66303635,34
1386,16.09310913,17,31.1824913,32,31.03777313,32,32.41537476,30,26.19042397,26
1387,16.16420746,17,28.50129318,30,28.07844353,29,32.41537476,30,27.3307991,27
1388,15.16893387,16,26.62971497,27,23.43330383,24,30.80615616,28,29.04059029,29
1389,15.16893387,16,26.65465355,28,30.08272743,31,32.41537476,30,29.78614998,30
1390,15.16852665,16,31.1824913,32,23.42787933,23,33.22736359,31,27.13483429,27
1391,14.2906971,15,26.58355141,28,32.9100647,33,30.80615616,28,29.95303726,29
1392,14.27542019,16,27.90828705,29,25.09695053,26,32.42259216,30,30.88759422,31
1393,16.16420746,17,29.84574127,31,32.88314819,35,32.41537476,30,29.10474777,29
1394,15.16893387,16,28.08880997,29,35.43912506,37,31.60776711,29,26.12458229,26
1395,12.70181465,13,26.91592598,28,34.71485138,36,31.60776711,29,31.28260422,32
1396,15.16893387,17,27.71813202,30,23.05501556,23,34.846241,33,32.28596878,33
1397,13.47609997,14,26.91592598,29,26.08852768,27,32.41530991,30,27.91049194,28
1398,13.4641304,14,31.44975662,33,33.7733345,36,32.41537476,30,29.04059029,29
1399,13.4641304,14,26.91592598,28,28.08460617,29,34.04014969,32,30.02976799,30
1400,14.26152229,15,30.59959984,33,26.08852768,27,32.41447449,30,30.6249752,31
1401,13.53441334,14,29.73020935,32,32.88500595,34,31.60843277,29,29.85457611,30
1402,16.24643517,16,30.82920074,31,33.76649857,34,31.60776711,28,30.60787964,31
1403,14.27271366,15,25.90903282,27,27.08665848,29,31.60777473,29,30.76512146,31
1404,14.26578236,15,29.53221893,30,23.43341446,24,32.41537476,30,31.4942131,32
1405,15.16893387,16,25.90903282,27,27.04669952,28,33.22689056,31,28.29644203,29
1406,13.4641304,14,29.06576347,30,26.08858109,27,31.60776711,29,29.75393105,30
1407,15.16893387,16,26.96057129,28,25.09598541,26,34.04014969,32,29.85457611,31
1408,13.52837753,14,26.91592598,28,29.07355118,30,32.42259216,30,29.95303726,30
1409,17.24448395,18,26.50528908,28,29.07191467,29,32.41537476,30,26.22488785,26
1410,16.09310913,17,27.3688488,28,30.09669685,31,31.60776711,29,28.26390839,28
1411,16.16014862,17,29.06576347,30,25.09388161,26,32.41537476,30,29.39703751,29
1412,16.16420746,17,28.16096115,29,26.08937263,27,34.85293198,33,30.76512146,31
1413,15.16893387,16,27.3688488,28,27.08532715,28,32.41537476,29,27.13483429,27
1414,13.44364738,14,30.3518219,31,26.08866882,27,31.61517143,29,28.92926025,29
1415,16.16420746,17,26.91592598,28,35.37977219,37,30.80615616,28,29.09012032,29
1416,14.91975403,16,24.88716316,27,32.78828049,34,31.60647964,28,29.92722702,30
1417,15.16893387,16,29.25296593,28,34.71117783,36,31.60776711,29,30.70016098,31
1418,14.20851421,14,30.45145607,32,26.08918571,27,32.41537476,30,28.18946075,28
1419,15.16961288,16,25.64971924,27,23.43341446,24,32.41537476,30,27.13483429,27
1420,15.97216892,16,29.31705666,31,32.85292816,33,32.41537476,30,28.10844994,28
1421,16.12466431,17,26.91592598,28,31.1051178,32,30.80687332,28,29.86522865,30
1422,13.47609997,14,28.88544846,30,23.05896759,23,31.60784721,29,28.10844994,28
1423,15.22448349,16,26.58355141,28,35.33955383,36,34.04014969,32,28.10844994,28
1424,13.4641304,15,26.91592598,28,25.09598541,26,31.60776711,29,28.10844994,28
1425,16.16420746,17,28.4738369,30,33.77961349,35,33.22689056,31,29.92722702,30
1426,15.16631794,16,28.88544846,30,23.4444313,24,31.60776711,29,29.8981514,30
1427,14.13169765,15,26.91592598,28,25.09598541,26,33.22454071,31,27.13483429,27
1428,15.16893387,16,29.84574127,31,26.08937263,27,32.41537476,31,28.10844994,28
1429,15.32239819,16,24.88716316,26,32.89131927,35,34.85293198,32,29.92722702,30
1430,15.16893387,16,27.02513695,28,25.09598541,26,31.60776711,29,29.04059029,29
1431,12.73540688,13,25.01740456,26,30.0549221,31,34.85293198,33,32.25268555,33
1432,12.73222446,13,24.88716316,26,33.7733345,34,32.41537476,30,27.13483429,27
1433,16.16420746,17,25.90903282,27,27.08197975,28,31.60776711,29,28.10844994,28
1434,16.16420746,17,29.09615517,31,32.88671112,34,34.04014969,32,29.84168625,30
1435,12.78355026,13,30.2467804,31,24.11275291,25,32.41537476,30,27.14966393,27
1436,12.72128391,14,26.91592598,28,26.08662796,28,32.41537476,30,27.13483429,27
1437,15.16961288,16,30.40766907,32,29.08501434,30,33.22683334,31,29.04059029,29
1438,16.16420746,17,26.91592598,27,32.88672638,33,32.41537476,30,32.23513031,33
1439,16.09310913,17,27.32088661,28,23.05854034,23,31.60776711,29,27.03773689,27
1440,15.16893387,16,25.90903282,27,27.08532715,28,32.41575241,30,28.10844994,28
1441,14.24382305,16,25.72077751,27,35.45431519,37,31.60092545,29,33.50896454,35
1442,15.16893387,16,25.90903282,27,27.08532715,29,31.60776711,29,32.95042038,34
1443,15.16893387,16,29.13801384,30,23.43411255,24,30.80615616,28,30.05952454,30
1444,12.2689867,12,29.953722,30,29.08179474,31,32.41537476,30,32.22994995,33
1445,17.24448395,18,25.90903282,27,32.92705917,34,32.41593933,30,29.11415291,29
1446,15.16893387,16,31.1064167,33,33.77961349,35,30.80615616,28,28.88720894,29
1447,15.16893387,16,25.90903282,27,29.08149529,31,31.60776711,29,27.0673008,27
1448,15.16893387,16,28.62253952,30,25.04144478,26,34.85262299,33,29.92722702,30
1449,15.16852665,16,24.88716316,26,35.44777679,37,31.60776711,29,28.92926025,30
1450,15.16893387,16,28.88544846,30,30.03798485,30,32.41537476,31,30.76512146,31
1451,16.12672234,17,30.22494698,32,27.08572388,28,33.22689056,31,30.02080345,29
